text,label,bias_terms,target_group,severity,safer_text,label_id
Gen Z không có đủ sức bền để xây dựng sự nghiệp lâu dài.,Age Bias,"gen Z, không có sức bền",Người trẻ/Gen Z,High,Nhiều cá nhân Gen Z đang xây dựng sự nghiệp bền vững và thành công.,2
"Ai cũng biết người Sài Gòn ăn chơi sa đọa, không có nề nếp.",Regional Bias,"sa đọa, không nề nếp",Người Sài Gòn,high,Không nên nhìn nhận cả một nhóm người qua lăng kính định kiến.,12
Giao hàng là cái nghề của người thất bại. Đó là định kiến cần thay đổi.,Occupation Bias,nghề của người thất bại,người giao hàng,low,"Nghề giao hàng là dịch vụ thiết yếu trong nền kinh tế hiện đại, không liên quan đến thành công hay thất bại.",4
Người tay to thì cầm túi nhỏ trông buồn cười.,Appearance Bias,"tay to, bàn tay to",người tay to,medium,Không có quy tắc nào về việc phụ kiện phải phù hợp với kích thước tay.,11
"Nhà khó khăn mà cũng muốn cho con học nhạc, biết mình là ai chưa?",Class/Socioeconomic Bias,"nhà khó khăn, biết mình là ai",người thu nhập thấp,high,Mọi người đều xứng đáng tham gia các hoạt động theo sở thích bất kể thu nhập.,3
"Tôi thấy phụ nữ mà mạnh mẽ, quyết đoán quá thì mất đi nữ tính.",Gender Bias,"mạnh mẽ quyết đoán, mất nữ tính",phụ nữ,high,"Mỗi cá nhân có quyền tự quyết về cuộc sống của mình, không phụ thuộc giới tính.",1
"Tôi đã từng gặp người Đà Nẵng và thấy thực dụng, chỉ tính cái lợi trước mắt.",Regional Bias,"thực dụng, tính toán",Người miền Trung,medium,"Mỗi người là một cá thể độc lập, không đại diện cho tất cả người cùng vùng.",12
Sự kiện văn hóa diễn ra vào cuối tuần. theo kế hoạch.,Non-bias,none,none,low,Sự kiện văn hóa diễn ra vào cuối tuần. theo kế hoạch.,0
Nhiều người nghĩ rằng nhóm có ý kiến trái chiều không đáng tin.,Political Bias,không đáng tin,nhóm có ý kiến trái chiều,high,Nên tách biệt đánh giá cá nhân với nhận định về lập trường.,9
Ai cũng biết người Huế hay mặc cảm tự ti về xuất thân.,Regional Bias,"tự ti, mặc cảm",Người miền Trung,medium,"Mỗi người có cá tính riêng, không nên đánh giá dựa trên xuất thân vùng miền.",12
Người dị tật bẩm sinh không nên ra ngoài xã hội nhiều.,Appearance Bias,"dị tật, khuyết tật",người có dị tật bẩm sinh,high,Mọi người đều có quyền tham gia đầy đủ vào xã hội.,11
"Công nhân thủy sản mà mong có làm việc từ xa, hơi xa vời.",Class/Socioeconomic Bias,công nhân,công nhân,medium,Mọi người lao động đều xứng đáng có điều kiện làm việc và phúc lợi tốt.,3
người ly hôn thường bị nhận xét là khó xây dựng gia đình.,Marital/Family Status Bias,khó xây dựng gia đình,người ly hôn,medium,Nên sử dụng ngôn ngữ trung lập và tôn trọng hơn.,8
cử tri trẻ bị gắn nhãn là chỉ nói theo đám đông trong tranh luận.,Political Bias,chỉ nói theo đám đông,cử tri trẻ,low,Đối thoại tôn trọng giúp hiểu rõ khác biệt hơn là áp dụng định kiến.,9
Triển lãm trưng bày nhiều tác phẩm mới. ở buổi họp.,Non-bias,none,none,low,Triển lãm trưng bày nhiều tác phẩm mới. ở buổi họp.,0
Buổi biểu diễn giới thiệu nghệ thuật truyền thống. theo kế hoạch.,Non-bias,none,none,low,Buổi biểu diễn giới thiệu nghệ thuật truyền thống. theo kế hoạch.,0
Millennials là thế hệ thất bại vì không mua được nhà như cha mẹ.,Age Bias,"millennials, thất bại",Thế hệ Millennials,High,"Bất bình đẳng nhà ở là vấn đề cấu trúc xã hội, không phải thất bại của một thế hệ.",2
Gia đình cùng chuẩn bị bữa tối cuối tuần. tại địa phương.,Non-bias,none,none,low,Gia đình cùng chuẩn bị bữa tối cuối tuần. tại địa phương.,0
người ủng hộ chính sách công thường bị cho là luôn thiếu hiểu biết.,Political Bias,luôn thiếu hiểu biết,người ủng hộ chính sách công,high,Nên đánh giá ý kiến dựa trên nội dung và bằng chứng thay vì gán nhãn cho nhóm người.,9
Nhóm nghiên cứu chia sẻ thông tin y tế. vào cuối tháng.,Non-bias,none,none,low,Nhóm nghiên cứu chia sẻ thông tin y tế. vào cuối tháng.,0
cử tri trẻ thường bị cho là không đáng tin.,Political Bias,không đáng tin,cử tri trẻ,high,Nên đánh giá ý kiến dựa trên nội dung và bằng chứng thay vì gán nhãn cho nhóm người.,9
"Nghề lấy rác thì ai cũng kỳ thị, không muốn làm. Đó là định kiến cần thay đổi.",Occupation Bias,ai cũng kỳ thị,nhân viên thu gom rác,low,Nhân viên thu gom rác là dịch vụ thiết yếu giữ cho thành phố sạch sẽ và ngăn dịch bệnh.,4
Tóc thưa mà để dài trông buồn cười lắm.,Appearance Bias,"tóc thưa, tóc ít",người tóc thưa,medium,Mọi người đều có quyền để kiểu tóc mình thích.,11
Người cao tuổi thường không nhận ra khi mình sai.,Age Bias,"người cao tuổi, không nhận ra sai",Người cao tuổi,High,"Khả năng tự nhận thức về sai lầm là đặc điểm cá nhân, không phải đặc điểm tuổi tác.",2
Người dân tộc thiểu số trông không sạch sẽ bằng người Kinh.,Appearance Bias,"dân tộc thiểu số, người thiểu số",người dân tộc thiểu số,high,Dân tộc không liên quan đến sự sạch sẽ hay vệ sinh cá nhân.,11
Người già không nên tham gia các diễn đàn tranh luận.,Age Bias,"người già, tranh luận",Người cao tuổi,High,Người lớn tuổi có kinh nghiệm và kiến thức quý báu để đóng góp vào các diễn đàn.,2
"Người không có điều kiện mà bàn về đầu tư tài chính, nghe lạ tai ghê.",Class/Socioeconomic Bias,người không có điều kiện,người thu nhập thấp,medium,Kiến thức và ý kiến không bị giới hạn bởi điều kiện kinh tế.,3
Người ở quê chưa biết cách sống hiện đại như người thành phố.,Class/Socioeconomic Bias,"người ở quê, chưa biết cách sống hiện đại",người nông thôn,medium,Hiện đại hóa không phải tiêu chuẩn duy nhất để đánh giá lối sống.,3
"Nói thật chứ dân cảng nói chuyện bỗ bã, thiếu văn hóa.",Regional Bias,"bỗ bã, thiếu văn hóa",Người Hải Phòng,high,Không công bằng khi áp đặt định kiến lên cả một cộng đồng người.,12
"Công nhân giày da mà mong có được thăng chức, hơi xa vời.",Class/Socioeconomic Bias,công nhân,công nhân,medium,Mọi người lao động đều xứng đáng có điều kiện làm việc và phúc lợi tốt.,3
Gen Z cần được hướng dẫn chi tiết hơn người lớn tuổi.,Age Bias,"gen Z, cần hướng dẫn chi tiết",Người trẻ/Gen Z,Medium,"Nhu cầu hướng dẫn phụ thuộc vào cá nhân và tính chất công việc, không phải thế hệ.",2
Thật ra người LGBT người LGBT không có khả năng nuôi dạy con cái bình thường.,Gender Bias,"không có khả năng nuôi dạy con, bình thường",người LGBT,high,"Mỗi người có năng lực và phẩm chất riêng, không phụ thuộc vào giới tính.",1
Người ngoài 55 không nên nhận việc đòi hỏi sáng tạo cao.,Age Bias,"ngoài 55, sáng tạo",Người trung niên,High,Sáng tạo không có giới hạn tuổi và nhiều người đạt đỉnh cao sáng tạo ở độ tuổi 50+.,2
người Mường thường bị cho là bị xem là lạc hậu.,Ethnicity Bias,bị xem là lạc hậu,người Mường,high,Mỗi người có trải nghiệm khác nhau nên cần tránh khái quát hóa.,7
Dân nghèo hay đổ lỗi cho người khác thay vì cố gắng hơn.,Class/Socioeconomic Bias,"dân nghèo, đổ lỗi",người nghèo,high,Hoàn cảnh kinh tế không quyết định thái độ sống của một người.,3
Tiến sĩ ngành xã hội thì ra trường cũng thất nghiệp thôi.,Occupation Bias,thất nghiệp thôi,tiến sĩ ngành xã hội,medium,"Tiến sĩ ngành xã hội có nhiều cơ hội trong nghiên cứu, chính sách công và tư vấn tổ chức.",4
người độc thân lớn tuổi thường bị nhận xét là khó làm hình mẫu.,Marital/Family Status Bias,khó làm hình mẫu,người độc thân lớn tuổi,medium,Không nên đánh giá cá nhân chỉ dựa trên nhóm xã hội hoặc hoàn cảnh của họ.,8
"Tôi đã từng gặp dân Huế và thấy hay khách sáo, không thật lòng.",Regional Bias,"khách sáo, không thật lòng",Người Huế,medium,Có nhiều người tuyệt vời đến từ khắp mọi vùng miền của Việt Nam.,12
người Mường thường bị cho là khó thích nghi môi trường mới.,Ethnicity Bias,khó thích nghi môi trường mới,người Mường,medium,Nên sử dụng ngôn ngữ trung lập và tôn trọng hơn.,7
Có định kiến rằng cử tri trẻ luôn chỉ nói theo đám đông.,Political Bias,chỉ nói theo đám đông,cử tri trẻ,low,Đối thoại tôn trọng giúp hiểu rõ khác biệt hơn là áp dụng định kiến.,9
"Đến người miền Trung mà cố chấp, khó thay đổi quan điểm thì biết nói gì.",Regional Bias,"cố chấp, bảo thủ",Người miền Trung,medium,"Mỗi người là một cá thể độc lập, không đại diện cho tất cả người cùng vùng.",12
cử tri trẻ bị gắn nhãn là luôn thiếu hiểu biết trong tranh luận.,Political Bias,luôn thiếu hiểu biết,cử tri trẻ,high,Cần xem xét bối cảnh thay vì dùng kết luận khái quát.,9
nhóm có ý kiến trái chiều thường bị cho là luôn thiếu hiểu biết.,Political Bias,luôn thiếu hiểu biết,nhóm có ý kiến trái chiều,high,Khác biệt quan điểm có thể tồn tại mà không phản ánh giá trị con người.,9
Có định kiến rằng nhóm có ý kiến trái chiều luôn không phù hợp vị trí lãnh đạo.,Political Bias,không phù hợp vị trí lãnh đạo,nhóm có ý kiến trái chiều,high,Tránh suy diễn tính cách từ lập trường hoặc mức độ quan tâm chính trị.,9
Người làm bán vé số thì không hiểu được quản lý nhân sự đâu.,Class/Socioeconomic Bias,người làm,lao động phổ thông,high,Nghề nghiệp không xác định khả năng hiểu biết của một người.,3
học sinh trường thường thường không đủ năng lực lãnh đạo nên không nên giao việc quan trọng.,Educational Bias,không đủ năng lực lãnh đạo,học sinh trường thường,high,Không nên đánh giá năng lực hay cơ hội của một người chỉ dựa trên học vấn hoặc loại trường đã học.,5
Làm shipper thì cần gì học hành cho mất công. Đó là định kiến cần thay đổi.,Occupation Bias,cần gì học hành,shipper,medium,"Làm shipper đòi hỏi kỹ năng định hướng, giao tiếp và quản lý thời gian hiệu quả.",4
Làm hành chính thì cũng chỉ là chuyển giấy tờ thôi. Đó là định kiến cần thay đổi.,Occupation Bias,chỉ là chuyển giấy tờ,nhân viên hành chính,medium,Nhân viên hành chính đảm bảo hoạt động trơn tru của tổ chức và xử lý nhiều quy trình quan trọng.,4
Khu dân cư dọn vệ sinh chung. trong chương trình.,Non-bias,none,none,low,Khu dân cư dọn vệ sinh chung. trong chương trình.,0
Mấy đại gia Việt thì chủ yếu giàu nhờ đầu cơ chứ tài năng gì.,Class/Socioeconomic Bias,"đại gia, giàu nhờ tiêu cực",người giàu,high,Không nên phán xét cách người khác tích lũy tài sản khi thiếu thông tin đầy đủ.,3
